Frame Number,Start Sample No.,End Sample No.,dB ,Zero Crossing Number,Standard Deviation,block,vertical line,horizontal line,line with angles,curve,oscillation,High Freq,Middle Freq,Low Freq
1455,744449,744960,-54.474,72,6.3625,0,0,1,0,0,1,0,0,1
1456,744961,745472,-54.007,47,11.045,0,0,1,0,0,1,0,0,1
1457,745473,745984,-55.027,62,7.324,0,0,1,0,0,1,0,0,1
1458,745985,746496,-53.286,43,10.166,0,0,0,0,0,1,0,0,1
1459,746497,747008,-52.169,47,9.6369,0,0,0,0,0,1,0,0,1
1460,747009,747520,-52.827,72,5.6518,0,0,1,0,0,1,0,0,1
1461,747521,748032,-50.912,70,6.6838,0,0,1,0,0,1,0,0,1
1462,748033,748544,-48.227,104,1.195,0,0,1,0,0,1,0,0,1
1463,748545,749056,-43.556,102,1.5529,0,0,1,0,0,1,0,0,1
1464,749057,749568,-42.326,102,0.67126,0,0,1,0,0,1,0,0,1
1465,749569,750080,-44.276,100,0.96305,0,0,1,0,0,1,0,0,1
1466,750081,750592,-44.781,101,0.86854,0,0,1,0,0,1,0,0,1
1467,750593,751104,-44.047,100,1.0816,0,0,1,0,0,1,0,0,1
1468,751105,751616,-44.937,100,0.99005,0,0,1,0,0,1,0,0,1
1469,751617,752128,-41.651,99,0.65134,0,0,1,0,0,1,0,0,1
1470,752129,752640,-40.835,100,0.68224,0,0,1,0,0,1,0,0,1
1471,752641,753152,-39.022,99,0.68165,0,0,1,0,0,1,0,0,1
1472,753153,753664,-43.967,95,1.965,0,0,1,0,0,1,0,0,1
1473,753665,754176,-50.961,85,3.4696,0,0,1,0,0,1,0,0,1
1474,754177,754688,-53.731,76,5.1149,0,0,1,0,0,1,0,0,1
1475,754689,755200,-52.209,76,6.2039,0,1,1,0,0,1,0,0,1
1476,755201,755712,-52.956,83,3.1893,0,1,1,0,0,1,0,0,1
1477,755713,756224,-48.502,61,3.4556,0,1,1,0,0,1,0,0,1
1478,756225,756736,-45.874,58,3.6107,0,1,1,0,0,1,0,0,1
1479,756737,757248,-48.287,50,3.956,0,0,1,0,0,1,0,0,1
1480,757249,757760,-51.82,68,4.4064,0,0,1,0,0,1,0,0,1
1481,757761,758272,-54.757,74,5.2254,0,0,1,0,0,1,0,0,1
1482,758273,758784,-54.58,67,7.3974,0,0,1,0,0,1,0,0,1
1483,758785,759296,-51.76,33,11.086,0,0,0,0,0,1,0,0,1
1484,759297,759808,-52.033,46,10.087,0,0,0,1,0,1,0,0,1
1485,759809,760320,-50.793,53,4.7477,0,0,0,1,0,1,0,0,1
1486,760321,760832,-48.938,50,2.976,0,0,0,1,0,1,0,0,1
1487,760833,761344,-49.898,55,4.1882,1,0,0,1,0,1,1,0,1
1488,761345,761856,-42.472,67,1.5611,1,0,0,1,0,1,1,0,1
1489,761857,762368,-43.397,80,1.2992,1,0,0,1,0,1,1,0,1
1490,762369,762880,-42.293,109,0.97348,1,0,0,1,0,1,1,0,1
1491,762881,763392,-41.089,121,0.64874,1,0,0,1,0,1,1,0,1
1492,763393,763904,-49.515,95,4.1293,1,0,0,1,0,1,1,0,1
1493,763905,764416,-49.973,55,8.2186,1,0,0,1,0,1,1,0,1
1494,764417,764928,-48.561,88,4.7008,1,0,0,0,0,1,1,0,1
1495,764929,765440,-50.01,37,11.168,0,0,0,0,0,1,0,0,1
1496,765441,765952,-51.311,43,10.275,0,0,0,0,0,1,0,0,1
1497,765953,766464,-53.102,75,6.5578,0,0,0,0,0,1,0,0,1
1498,766465,766976,-52.472,70,6.7143,0,0,0,0,0,1,0,0,1
1499,766977,767488,-54.676,57,8.1616,0,0,0,0,0,1,0,0,1
1500,767489,768000,-57.183,51,8.2959,0,0,0,0,0,1,0,0,1
1501,768001,768512,-55.576,53,8.6842,0,0,0,0,0,0,0,0,0
1502,768513,769024,-55.759,50,9.3261,0,0,0,0,0,0,0,0,0
1503,769025,769536,-57.046,58,7.8443,0,0,0,0,0,0,0,0,0
1504,769537,770048,-52.172,30,12.191,0,0,0,0,0,0,0,0,0
1505,770049,770560,-57.834,53,8.2371,0,0,0,0,0,0,0,0,0
1506,770561,771072,-57.372,57,6.3672,0,0,0,0,0,0,0,0,0
1507,771073,771584,-57.634,55,7.2549,0,0,0,0,0,0,0,0,0
1508,771585,772096,-57.034,57,7.4913,0,0,0,0,0,0,0,0,0
1509,772097,772608,-53.451,33,11.74,0,0,0,0,0,0,0,0,0
1510,772609,773120,-53.278,36,10.375,0,0,0,0,0,0,0,0,0
1511,773121,773632,-56.041,49,7.5485,0,0,0,0,0,0,0,0,0
1512,773633,774144,-55.574,38,9.7337,0,0,0,0,0,0,0,0,0
1513,774145,774656,-54.892,37,11.107,0,0,0,0,0,0,0,0,0
1514,774657,775168,-55.689,39,11.877,0,0,0,0,0,0,0,0,0
1515,775169,775680,-52.812,26,10.816,0,0,0,0,0,0,0,0,0
1516,775681,776192,-53.974,31,13.14,0,0,0,0,0,0,0,0,0
1517,776193,776704,-56.898,46,9.5042,0,0,0,0,0,0,0,0,0
1518,776705,777216,-56.257,40,9.5947,0,0,0,0,0,0,0,0,0
1519,777217,777728,-56.171,49,8.1315,0,0,0,0,0,0,0,0,0
1520,777729,778240,-52.469,30,11.68,0,0,0,0,0,0,0,0,0
1521,778241,778752,-52.632,39,11.423,0,0,0,0,0,0,0,0,0
1522,778753,779264,-58.263,49,7.907,0,0,0,0,0,0,0,0,0
1523,779265,779776,-55.006,39,10.523,0,0,0,0,0,0,0,0,0
1524,779777,780288,-55.748,43,10.619,0,0,0,0,0,0,0,0,0
1525,780289,780800,-52.88,34,12.077,0,0,0,0,0,0,0,0,0
1526,780801,781312,-58.009,54,6.4863,0,0,0,0,0,0,0,0,0
1527,781313,781824,-55.388,41,9.5482,0,0,0,0,0,0,0,0,0
1528,781825,782336,-58.386,54,8.5067,0,0,0,0,0,0,0,0,0
1529,782337,782848,-57.564,52,7.5829,0,0,0,0,0,0,0,0,0
1530,782849,783360,-57.868,64,5.8063,0,0,0,0,0,0,0,0,0
1531,783361,783872,-51.575,35,11.731,0,0,0,0,0,0,0,0,0
1532,783873,784384,-55.069,54,8.837,0,0,0,0,0,0,0,0,0
1533,784385,784896,-54.821,50,8.8891,0,0,0,0,0,0,0,0,0
1534,784897,785408,-55.232,67,4.2468,0,0,0,0,0,0,0,0,0
1535,785409,785920,-57.365,58,6.8223,0,0,0,0,0,0,0,0,0
1536,785921,786432,-54.605,42,10.808,0,0,0,0,0,0,0,0,0
1537,786433,786944,-54.334,29,11.179,0,0,0,0,0,0,0,0,0
1538,786945,787456,-51.903,35,11.464,0,0,0,0,0,0,0,0,0
1539,787457,787968,-57.001,48,8.4909,0,0,0,0,0,0,0,0,0
1540,787969,788480,-55.579,45,9.0018,0,0,0,0,0,1,0,0,1
1541,788481,788992,-55.523,40,9.2814,0,0,0,0,0,1,0,0,1
1542,788993,789504,-55.916,68,6.397,0,0,0,0,0,1,0,0,1
1543,789505,790016,-52.586,85,4.7601,0,0,0,0,0,1,0,0,1
1544,790017,790528,-51.001,54,7.945,0,0,0,0,0,1,0,0,1
1545,790529,791040,-55.069,67,6.4019,0,0,0,0,0,1,0,0,1
1546,791041,791552,-47.574,113,1.6398,0,0,0,0,0,1,0,0,1
1547,791553,792064,-52.085,89,4.4044,0,0,0,0,0,1,0,0,1
1548,792065,792576,-56.798,73,6.6185,0,0,0,0,0,1,0,0,1
1549,792577,793088,-55.117,87,4.7989,0,0,0,0,0,1,0,0,1
1550,793089,793600,-54.332,86,5.7536,0,0,0,0,0,1,0,0,1
1551,793601,794112,-52.321,96,3.697,0,0,0,0,0,1,0,0,1
1552,794113,794624,-51.112,96,3.0999,0,0,0,0,0,1,0,0,1
1553,794625,795136,-51.367,48,9.2988,0,0,0,0,0,1,0,0,1
1554,795137,795648,-54.195,92,5.0563,0,0,0,0,0,1,0,0,1
1555,795649,796160,-49.914,84,5.3307,0,0,0,0,0,1,0,0,1
1556,796161,796672,-51.381,96,4.7604,0,0,0,0,0,1,0,0,1
1557,796673,797184,-53.293,68,7.4874,0,0,0,0,0,1,0,0,1
1558,797185,797696,-51.935,101,3.3241,0,0,0,0,0,1,0,0,1
1559,797697,798208,-56.168,76,6.0705,0,0,0,0,0,1,0,0,1
1560,798209,798720,-53.291,106,2.977,0,0,0,0,0,1,0,0,1
1561,798721,799232,-49.501,104,3.0888,0,0,0,0,0,1,0,0,1
1562,799233,799744,-55.104,87,4.7538,0,0,0,0,0,1,0,0,1
1563,799745,800256,-53.065,106,3.3178,0,0,0,0,0,1,0,0,1
1564,800257,800768,-51.365,94,3.9019,0,0,0,0,0,1,0,0,1
1565,800769,801280,-52.408,88,5.1255,0,0,0,0,0,1,0,0,1
1566,801281,801792,-50.059,91,5.067,0,0,0,0,0,1,0,0,1
1567,801793,802304,-51.705,93,3.3994,0,0,0,0,0,1,0,0,1
1568,802305,802816,-53.623,74,6.3331,0,0,0,0,0,1,0,0,1
1569,802817,803328,-51.252,101,3.0389,0,0,0,0,0,1,0,0,1
1570,803329,803840,-51.155,81,5.4097,0,0,0,0,0,1,0,0,1
1571,803841,804352,-53.336,72,6.7399,0,0,0,0,0,1,0,0,1
1572,804353,804864,-51.201,91,4.5647,0,0,0,0,0,1,0,0,1
1573,804865,805376,-53.548,81,5.3972,0,0,0,0,0,1,0,0,1
1574,805377,805888,-52.951,91,4.6741,0,0,0,0,0,1,0,0,1
1575,805889,806400,-52.173,106,3.3492,0,0,0,0,0,1,0,0,1
1576,806401,806912,-53.293,93,3.763,0,0,0,0,0,1,0,0,1
1577,806913,807424,-54.493,99,3.7988,0,0,0,0,0,1,0,0,1
1578,807425,807936,-50.906,103,3.6403,0,0,0,0,0,1,0,0,1
1579,807937,808448,-51.862,68,7.0256,0,0,0,0,0,1,0,0,1
1580,808449,808960,-55.834,92,3.948,0,0,0,0,0,1,0,0,1
1581,808961,809472,-51.855,94,4.7005,0,0,0,0,0,1,0,0,1
1582,809473,809984,-53.205,70,6.9999,0,0,0,0,0,1,0,0,1
1583,809985,810496,-54.985,78,5.329,0,0,0,0,0,1,0,0,1
1584,810497,811008,-51.805,95,4.7438,0,0,0,0,0,1,0,0,1
1585,811009,811520,-53.173,86,5.2595,0,0,0,0,0,1,0,0,1
1586,811521,812032,-53.912,86,5.6938,0,0,0,0,0,1,0,0,1
1587,812033,812544,-51.761,96,4.0891,0,0,0,0,0,1,0,0,1
1588,812545,813056,-54.977,79,4.445,0,0,0,0,0,1,0,0,1
1589,813057,813568,-55.002,91,4.0864,0,0,0,0,0,1,0,0,1
1590,813569,814080,-50.053,103,3.7091,0,0,0,0,0,1,0,0,1
1591,814081,814592,-55.46,96,3.6594,0,0,0,0,0,1,0,0,1
1592,814593,815104,-54.407,74,5.7241,0,0,0,0,0,1,0,0,1
1593,815105,815616,-53.154,105,3.7181,0,0,0,0,0,1,0,0,1
1594,815617,816128,-52.441,64,6.9563,0,0,0,0,0,1,0,0,1
1595,816129,816640,-57.363,84,4.6786,0,0,0,0,0,1,0,0,1
1596,816641,817152,-54.616,65,7.8366,0,0,0,0,0,1,0,0,1
1597,817153,817664,-53.287,44,9.0072,0,0,0,0,0,1,0,0,1
1598,817665,818176,-53.109,36,11.657,0,0,0,0,0,1,0,0,1
1599,818177,818688,-54.36,47,9.3687,0,0,0,0,0,1,0,0,1
1600,818689,819200,-57.522,57,7.9576,0,0,0,0,0,1,0,0,1
1601,819201,819712,-57.414,52,6.7734,0,0,0,0,0,1,0,0,1
1602,819713,820224,-56.93,48,9.3123,0,0,0,0,0,0,0,0,0
1603,820225,820736,-56.667,45,7.9064,0,0,0,0,0,0,0,0,0
1604,820737,821248,-56.294,43,8.9879,0,0,0,0,0,0,0,0,0
1605,821249,821760,-55.633,40,11.149,0,0,0,0,0,0,0,0,0
1606,821761,822272,-56.167,39,10.152,0,0,0,0,0,0,0,0,0
1607,822273,822784,-55.767,45,11.229,0,0,0,0,0,0,0,0,0
1608,822785,823296,-58.811,74,6.0753,0,1,0,0,0,0,0,1,0
1609,823297,823808,-56.73,98,6.4375,0,1,0,0,0,0,0,1,0
1610,823809,824320,-54.378,41,11.64,0,1,0,0,0,0,0,1,0
1611,824321,824832,-54.898,42,10.065,0,1,0,0,0,0,0,1,0
1612,824833,825344,-54.811,43,11.69,0,0,0,0,0,0,0,0,0
1613,825345,825856,-55.478,38,10.722,0,0,0,0,0,0,0,0,0
1614,825857,826368,-55.778,43,11.071,0,0,0,0,0,0,0,0,0
1615,826369,826880,-58.258,60,7.8321,0,0,0,0,0,0,0,0,0
1616,826881,827392,-57.749,59,9.2938,0,0,0,0,0,0,0,0,0
1617,827393,827904,-56.032,46,8.8683,0,0,0,0,0,0,0,0,0
1618,827905,828416,-56.194,35,8.4877,0,0,0,0,0,0,0,0,0
1619,828417,828928,-58.229,61,8.1965,0,0,0,0,0,0,0,0,0
1620,828929,829440,-56.515,48,9.0502,0,0,0,0,0,0,0,0,0
1621,829441,829952,-59.238,67,6.1237,0,0,0,0,0,0,0,0,0
1622,829953,830464,-54.461,28,12.31,0,0,0,0,0,0,0,0,0
1623,830465,830976,-54.002,31,11.575,0,0,0,0,0,0,0,0,0
1624,830977,831488,-55.149,39,10.161,0,0,0,0,0,0,0,0,0
1625,831489,832000,-56.143,46,9.6502,0,0,0,0,0,0,0,0,0
1626,832001,832512,-55.587,39,11.1,0,0,0,0,0,0,0,0,0
1627,832513,833024,-56.437,46,8.9287,0,0,0,0,0,0,0,0,0
1628,833025,833536,-57.683,55,6.6534,0,0,0,0,0,0,0,0,0
1629,833537,834048,-52.536,36,12.216,0,0,0,0,0,0,0,0,0
1630,834049,834560,-54.081,35,12.082,0,0,0,0,0,0,0,0,0
1631,834561,835072,-55.778,36,10.443,0,0,0,0,0,0,0,0,0
1632,835073,835584,-58.079,53,6.9617,0,0,0,0,0,0,0,0,0
1633,835585,836096,-56.374,48,7.567,0,0,0,0,0,0,0,0,0
1634,836097,836608,-57.428,47,9.925,0,0,0,0,0,0,0,0,0
1635,836609,837120,-56.593,54,8.231,0,0,0,0,0,0,0,0,0
1636,837121,837632,-54.312,42,10.907,0,0,0,0,0,0,0,0,0
1637,837633,838144,-57.7,45,7.8208,0,0,0,0,0,0,0,0,0
1638,838145,838656,-53.434,33,10.951,0,0,0,0,0,0,0,0,0
1639,838657,839168,-56.183,41,10.198,0,0,0,0,0,0,0,0,0
1640,839169,839680,-51.262,25,11.245,0,0,0,0,0,0,0,0,0
1641,839681,840192,-55.525,44,8.8705,0,0,1,0,0,0,0,0,1
1642,840193,840704,-54.227,41,10.601,0,0,1,0,0,0,0,0,1
1643,840705,841216,-53.129,27,11.156,0,0,1,0,0,0,0,0,1
1644,841217,841728,-53.302,37,10.422,0,0,1,0,0,0,0,0,1
1645,841729,842240,-52.323,59,5.1448,0,0,1,0,0,0,0,0,1
1646,842241,842752,-50.21,55,2.8756,0,0,1,0,0,0,0,0,1
1647,842753,843264,-50.268,53,4.0624,0,0,1,0,0,0,0,0,1
1648,843265,843776,-55.065,43,9.6696,0,0,1,0,0,0,0,0,1
1649,843777,844288,-56.214,44,10.313,0,0,1,0,0,0,0,0,1
1650,844289,844800,-53.709,37,11.471,0,0,0,0,0,0,0,0,0
1651,844801,845312,-55.374,40,10.638,0,0,0,0,0,0,0,0,0
1652,845313,845824,-54.879,35,10.66,0,0,0,0,0,0,0,0,0
1653,845825,846336,-54.509,36,10.691,0,0,0,0,0,0,0,0,0
1654,846337,846848,-50.95,23,10.656,0,0,0,0,0,0,0,0,0
1655,846849,847360,-56.69,47,8.7281,0,0,0,0,0,0,0,0,0
1656,847361,847872,-56.86,49,8.5331,0,0,0,0,0,0,0,0,0
1657,847873,848384,-53.937,31,10.19,0,0,0,0,0,0,0,0,0
1658,848385,848896,-57.584,50,7.4575,0,0,0,0,0,0,0,0,0
1659,848897,849408,-54.378,32,13.352,0,0,0,0,0,0,0,0,0
1660,849409,849920,-55.183,46,8.7399,0,0,0,0,0,0,0,0,0
1661,849921,850432,-57.412,47,9.5513,0,0,0,0,0,0,0,0,0
1662,850433,850944,-56.437,46,8.4544,0,0,0,0,0,0,0,0,0
1663,850945,851456,-56.643,46,9.6571,0,0,1,0,0,0,0,0,1
1664,851457,851968,-53.426,51,5.6175,0,0,1,0,0,0,0,0,1
1665,851969,852480,-49.565,52,3.2728,0,0,1,0,0,0,0,0,1
1666,852481,852992,-45.554,53,1.6964,0,0,1,0,0,0,0,0,1
1667,852993,853504,-45.198,56,1.1613,0,0,1,0,0,0,0,0,1
1668,853505,854016,-47.1,54,2.4538,0,0,1,0,0,0,0,0,1
1669,854017,854528,-51.398,57,2.8158,0,0,1,0,0,0,0,0,1
1670,854529,855040,-45.253,56,1.4363,0,0,1,0,0,0,0,0,1
1671,855041,855552,-44.73,56,1.0651,0,0,1,0,0,0,0,0,1
1672,855553,856064,-51.669,45,8.0524,0,0,1,0,0,0,0,0,1
1673,856065,856576,-55.313,50,7.3507,0,0,1,0,0,0,0,0,1
1674,856577,857088,-55.536,42,8.7245,0,0,0,0,0,0,0,0,0
1675,857089,857600,-51.55,28,12.213,0,0,0,0,0,0,0,0,0
1676,857601,858112,-55.029,48,9.1456,0,0,0,0,0,0,0,0,0
1677,858113,858624,-56.619,50,8.9852,0,0,0,0,0,0,0,0,0
1678,858625,859136,-54.093,41,7.4794,0,0,0,0,0,0,0,0,0
1679,859137,859648,-51.873,43,6.0103,0,0,0,0,0,0,0,0,0
1680,859649,860160,-53.47,49,4.6594,0,0,0,0,0,0,0,0,0
1681,860161,860672,-53.377,45,7.262,0,0,0,0,0,0,0,0,0
1682,860673,861184,-52.722,31,11.483,0,0,0,0,0,0,0,0,0
1683,861185,861696,-54.861,40,10.207,0,0,0,0,0,0,0,0,0
1684,861697,862208,-53.65,38,9.1129,0,0,0,0,0,0,0,0,0
1685,862209,862720,-52.192,48,3.8615,0,0,0,0,0,0,0,0,0
1686,862721,863232,-53.08,47,7.2567,0,0,0,0,0,0,0,0,0
1687,863233,863744,-51.053,45,6.8358,0,0,0,0,0,0,0,0,0
1688,863745,864256,-53.508,35,9.4836,0,0,0,0,0,0,0,0,0
1689,864257,864768,-55.053,58,7.1075,0,0,0,0,0,0,0,0,0
1690,864769,865280,-52.71,33,10.954,0,0,1,0,0,0,0,0,1
1691,865281,865792,-45.748,68,1.6744,0,0,1,0,0,0,0,0,1
1692,865793,866304,-40.289,67,0.54801,0,0,1,0,0,0,0,0,1
1693,866305,866816,-37.759,68,0.57608,0,0,1,0,0,0,0,0,1
1694,866817,867328,-38.941,68,0.65018,0,0,1,0,0,0,0,0,1
1695,867329,867840,-42.952,64,3.051,0,0,1,0,0,0,0,0,1
1696,867841,868352,-44.729,58,2.1045,0,0,1,0,0,0,0,0,1
1697,868353,868864,-47.79,53,5.7996,0,0,1,0,0,0,0,0,1
1698,868865,869376,-50.295,55,4.8245,0,0,1,0,0,0,0,0,1
1699,869377,869888,-53.435,55,5.2137,0,0,1,0,0,0,0,0,1
1700,869889,870400,-53.441,47,7.7071,0,0,1,0,0,0,0,0,1
1701,870401,870912,-53.13,62,6.8247,0,0,1,0,0,1,0,0,1
1702,870913,871424,-56.473,58,6.729,0,0,1,0,0,1,0,0,1
1703,871425,871936,-55.102,56,6.3819,0,0,0,0,0,1,0,0,1
1704,871937,872448,-56.306,58,8.4604,0,0,0,0,0,1,0,0,1
1705,872449,872960,-53.124,59,6.8093,0,0,0,0,1,1,1,0,1
1706,872961,873472,-44.834,69,1.9179,0,0,0,0,1,1,1,0,1
1707,873473,873984,-46.265,73,1.2383,0,0,0,0,1,1,1,0,1
1708,873985,874496,-44.534,68,2.2775,0,0,0,0,1,1,1,0,1
1709,874497,875008,-45.131,75,1.627,0,0,0,0,1,1,1,0,1
1710,875009,875520,-48.608,70,4.6866,0,0,0,0,1,1,1,0,1
1711,875521,876032,-50.022,72,5.5377,0,0,0,0,1,1,1,0,1
1712,876033,876544,-50.194,73,6.5079,0,0,0,0,1,1,1,0,1
1713,876545,877056,-53.383,89,3.314,0,0,0,0,1,1,1,0,1
1714,877057,877568,-52.714,98,3.6054,0,0,0,0,1,1,1,0,1
1715,877569,878080,-53.805,70,6.2836,0,0,0,0,1,1,1,0,1
1716,878081,878592,-54.337,86,3.728,0,0,0,0,1,1,1,0,1
1717,878593,879104,-53.21,77,6.2771,0,0,0,0,1,1,1,0,1
1718,879105,879616,-53.419,91,4.639,0,0,0,0,1,1,1,0,1
1719,879617,880128,-49.149,49,10.18,0,0,0,0,1,1,1,0,1
1720,880129,880640,-52.81,92,5.0245,0,0,0,0,1,1,1,0,1
1721,880641,881152,-54.265,102,3.3839,0,0,0,0,1,1,1,0,1
1722,881153,881664,-52.692,63,6.9488,0,0,0,0,1,1,1,0,1
1723,881665,882176,-54.398,93,4.3366,0,0,0,0,1,1,1,0,1
1724,882177,882688,-54.543,77,5.0281,0,0,0,0,1,1,1,0,1
1725,882689,883200,-56.088,64,5.8733,0,0,0,0,1,1,1,0,1
1726,883201,883712,-56.812,58,6.5752,0,0,0,0,1,1,1,0,1
1727,883713,884224,-55.584,57,7.4769,0,0,0,0,1,1,1,0,1
1728,884225,884736,-52.917,77,5.4891,0,0,0,0,1,1,1,0,1
1729,884737,885248,-56.276,59,6.195,0,0,0,0,1,1,1,0,1
1730,885249,885760,-54.873,49,9.2477,0,0,0,0,0,1,0,0,1
1731,885761,886272,-54.329,48,9.4818,0,0,0,0,0,1,0,0,1
1732,886273,886784,-53.948,75,5.4631,0,0,0,0,0,1,0,0,1
1733,886785,887296,-53.49,49,9.4322,0,0,0,0,0,1,0,0,1
1734,887297,887808,-54.838,57,7.79,0,0,0,0,0,1,0,0,1
1735,887809,888320,-55.81,51,9.6565,0,0,0,0,0,1,0,0,1
1736,888321,888832,-56.317,54,8.0442,0,0,0,0,0,1,0,0,1
1737,888833,889344,-55.589,58,8.4509,0,0,0,0,0,1,0,0,1
1738,889345,889856,-55.531,50,9.7188,0,0,0,0,0,1,0,0,1
1739,889857,890368,-56.738,53,9.5884,0,0,0,0,0,1,0,0,1
1740,890369,890880,-50.616,27,11.463,0,0,0,0,0,1,0,0,1
1741,890881,891392,-51.346,23,9.702,0,0,0,0,0,1,0,0,1
1742,891393,891904,-55.199,33,12.162,0,0,0,0,0,0,0,0,0
1743,891905,892416,-56.472,49,8.0182,0,0,0,0,0,0,0,0,0
1744,892417,892928,-59.248,62,5.7609,0,0,0,0,0,0,0,0,0
1745,892929,893440,-54.913,38,9.4746,0,0,0,0,0,0,0,0,0
1746,893441,893952,-57.407,57,7.6181,0,0,0,0,0,0,0,0,0
1747,893953,894464,-59.443,63,7.6964,0,0,0,0,0,0,0,0,0
1748,894465,894976,-55.699,46,8.9087,0,0,0,0,0,0,0,0,0
1749,894977,895488,-55.553,48,8.7982,0,0,0,0,0,0,0,0,0
1750,895489,896000,-57.076,51,8.6727,0,0,0,0,0,0,0,0,0
1751,896001,896512,-58.382,57,7.2388,0,0,0,0,0,0,0,0,0
1752,896513,897024,-55.045,46,10.162,0,1,0,0,0,0,1,0,0
1753,897025,897536,-53.752,36,10.76,0,1,0,0,0,0,1,0,0
1754,897537,898048,-55.304,42,10.903,0,1,0,0,0,0,1,0,0
1755,898049,898560,-58.091,53,7.4789,0,0,0,0,0,0,0,0,0
1756,898561,899072,-55.453,41,11.031,0,0,0,0,0,0,0,0,0
1757,899073,899584,-52.294,26,11.32,0,0,0,0,0,0,0,0,0
1758,899585,900096,-57.789,54,6.6779,0,0,0,0,0,0,0,0,0
1759,900097,900608,-55.619,42,9.6139,0,0,0,0,0,0,0,0,0
1760,900609,901120,-55.648,40,9.386,0,0,0,0,0,0,0,0,0
1761,901121,901632,-56.726,54,9.1765,0,0,0,0,0,0,0,0,0
1762,901633,902144,-55.655,41,9.5611,0,0,0,0,0,0,0,0,0
1763,902145,902656,-55.739,41,11.17,0,0,0,0,0,0,0,0,0
1764,902657,903168,-57.239,46,8.5344,0,0,0,0,0,0,0,0,0
1765,903169,903680,-53.507,29,11.286,0,0,0,0,0,0,0,0,0
1766,903681,904192,-56.313,53,8.4913,0,0,0,0,0,0,0,0,0
1767,904193,904704,-58.074,58,5.7199,0,0,0,0,0,0,0,0,0
1768,904705,905216,-57.042,52,6.5699,0,0,0,0,0,0,0,0,0
1769,905217,905728,-59.719,59,6.9706,0,0,0,0,0,0,0,0,0
1770,905729,906240,-57.48,46,10.042,0,0,0,0,0,0,0,0,0
1771,906241,906752,-56.19,46,8.6089,0,0,0,0,0,0,0,0,0
1772,906753,907264,-56.065,54,8.0657,0,0,0,0,0,0,0,0,0
1773,907265,907776,-56.264,53,8.2953,0,0,0,0,0,0,0,0,0
1774,907777,908288,-56.945,56,8.5167,0,0,0,0,0,0,0,0,0
1775,908289,908800,-55.848,48,8.9066,0,0,0,0,0,0,0,0,0
1776,908801,909312,-55.606,39,9.599,0,0,0,0,0,0,0,0,0
1777,909313,909824,-59.458,63,6.5519,0,0,0,0,0,0,0,0,0
1778,909825,910336,-57.868,54,6.6404,0,0,0,0,0,0,0,0,0
1779,910337,910848,-55.493,39,10.302,0,0,0,0,0,0,0,0,0
1780,910849,911360,-56.83,51,7.713,0,0,0,0,0,0,0,0,0
1781,911361,911872,-56.516,50,9.3424,0,0,0,0,0,0,0,0,0
1782,911873,912384,-56.825,54,9.1076,0,0,0,0,0,0,0,0,0
1783,912385,912896,-55.898,43,9.7147,0,0,0,0,0,0,0,0,0
1784,912897,913408,-58.125,47,10.036,0,0,0,0,0,0,0,0,0
1785,913409,913920,-54.787,26,11.977,0,0,0,0,0,0,0,0,0
1786,913921,914432,-58.983,56,7.8239,0,0,0,0,0,0,0,0,0
1787,914433,914944,-57.258,50,7.4737,0,0,0,0,0,0,0,0,0
1788,914945,915456,-55.47,38,10.31,0,0,0,0,0,0,0,0,0
1789,915457,915968,-55.93,34,11.71,0,0,0,0,0,0,0,0,0
1790,915969,916480,-56.514,41,8.788,0,0,0,0,0,0,0,0,0
1791,916481,916992,-55.809,42,7.2502,0,0,0,0,0,0,0,0,0
1792,916993,917504,-58.008,52,8.4658,0,0,0,0,0,0,0,0,0
1793,917505,918016,-54.748,40,10.61,0,0,0,0,0,0,0,0,0
1794,918017,918528,-58.072,50,8.4862,0,0,0,0,0,0,0,0,0
1795,918529,919040,-56.433,50,8.6561,0,0,0,0,0,0,0,0,0
1796,919041,919552,-54.782,38,9.5793,0,0,0,0,0,0,0,0,0
1797,919553,920064,-56.696,45,8.1403,0,0,0,0,0,0,0,0,0
1798,920065,920576,-56.986,56,6.4781,0,0,0,0,0,0,0,0,0
1799,920577,921088,-54.984,37,12.138,0,0,0,0,0,0,0,0,0
1800,921089,921600,-55.852,52,9.5454,0,0,0,0,0,0,0,0,0
1801,921601,922112,-58.721,66,7.2597,0,0,0,0,0,0,0,0,0
1802,922113,922624,-54.687,38,8.9248,0,0,0,0,0,0,0,0,0
1803,922625,923136,-57.367,64,7.5558,0,0,0,0,0,0,0,0,0
1804,923137,923648,-56.685,48,8.6714,0,0,0,0,0,0,0,0,0
1805,923649,924160,-59.147,51,7.8989,0,0,0,0,0,0,0,0,0
1806,924161,924672,-56.07,52,7.7625,0,0,0,0,0,0,0,0,0
1807,924673,925184,-57.91,68,6.0801,0,0,0,0,0,0,0,0,0
1808,925185,925696,-56.026,43,10.805,0,0,0,0,0,0,0,0,0
1809,925697,926208,-54.86,47,9.141,0,0,0,0,0,0,0,0,0
1810,926209,926720,-56.204,59,9.1078,0,0,0,0,0,0,0,0,0
1811,926721,927232,-56.95,70,8.5287,0,0,0,0,0,0,0,0,0
1812,927233,927744,-55.577,54,9.6465,0,0,0,0,0,0,0,0,0
1813,927745,928256,-57.167,56,9.1375,0,0,0,0,0,0,0,0,0
