Frame Number,Start Sample No.,End Sample No.,dB ,Zero Crossing Number,Standard Deviation,block,vertical line,horizontal line,line with angles,curve,oscillation,High Freq,Middle Freq,Low Freq
729,372737,373248,-55.133,103,4.1787,0,1,0,0,0,1,0,1,1
730,373249,373760,-54.744,59,8.1786,0,1,0,0,0,1,0,1,1
731,373761,374272,-54.184,54,9.7456,0,1,0,0,0,1,0,1,1
732,374273,374784,-55.499,76,6.2692,0,0,0,0,0,1,0,0,1
733,374785,375296,-57.1,67,6.9843,0,0,0,0,0,1,0,0,1
734,375297,375808,-55.816,47,10.259,0,0,0,0,0,1,0,0,1
735,375809,376320,-56.485,73,6.4089,0,0,0,0,0,1,0,0,1
736,376321,376832,-54.537,104,2.7319,0,0,0,0,0,1,0,0,1
737,376833,377344,-53.15,44,9.9962,0,0,0,0,0,1,0,0,1
738,377345,377856,-56.028,80,5.7334,0,0,0,0,0,1,0,0,1
739,377857,378368,-49.967,50,10.445,0,0,0,0,0,1,0,0,1
740,378369,378880,-53.138,49,8.8381,0,0,0,0,0,1,0,0,1
741,378881,379392,-55.005,49,9.1815,0,0,0,0,0,1,0,0,1
742,379393,379904,-51.784,69,6.4989,0,0,0,0,0,1,0,0,1
743,379905,380416,-54.211,52,8.8278,0,0,0,0,0,1,0,0,1
744,380417,380928,-55.073,58,8.9995,0,0,0,0,0,1,0,0,1
745,380929,381440,-56.041,89,4.4922,0,0,0,0,0,1,0,0,1
746,381441,381952,-55.76,73,5.0842,0,0,0,0,0,1,0,0,1
747,381953,382464,-56.579,64,7.753,0,0,0,0,0,1,0,0,1
748,382465,382976,-53.764,77,5.4381,0,0,0,0,0,1,0,0,1
749,382977,383488,-54.045,63,7.6322,0,0,0,0,0,1,0,0,1
750,383489,384000,-55.079,53,7.931,0,0,0,0,0,1,0,0,1
751,384001,384512,-55.711,68,6.0121,0,0,0,0,0,1,0,0,1
752,384513,385024,-56.387,68,5.9837,0,0,0,0,0,1,0,0,1
753,385025,385536,-55.483,50,9.5251,0,0,0,0,0,1,0,0,1
754,385537,386048,-55.039,55,9.146,0,0,0,0,0,1,0,0,1
755,386049,386560,-55.959,75,6.1318,0,0,0,0,0,1,0,0,1
756,386561,387072,-55.919,49,8.2697,0,0,0,0,0,1,0,0,1
757,387073,387584,-54.124,46,10.1,0,0,0,0,0,1,0,0,1
758,387585,388096,-56.209,43,7.5204,0,0,0,0,0,1,0,0,1
759,388097,388608,-58.122,67,6.2576,0,1,0,0,0,1,1,0,1
760,388609,389120,-56.248,56,7.7469,0,1,0,0,0,0,1,0,0
761,389121,389632,-58.178,53,6.8197,0,1,0,0,0,0,1,0,0
762,389633,390144,-58.002,61,7.4975,0,1,0,0,0,0,1,0,0
763,390145,390656,-58.112,49,8.9077,0,0,0,0,0,0,0,0,0
764,390657,391168,-58.833,54,7.9869,0,0,0,0,0,0,0,0,0
765,391169,391680,-54.816,39,11.029,0,0,0,0,0,0,0,0,0
766,391681,392192,-56.703,45,8.7089,0,0,0,0,0,0,0,0,0
767,392193,392704,-57.353,55,7.8556,0,0,0,0,0,0,0,0,0
768,392705,393216,-56.172,33,10.701,0,0,0,0,0,0,0,0,0
769,393217,393728,-56.885,43,9.1412,0,0,0,0,0,0,0,0,0
770,393729,394240,-59.41,59,5.6884,0,0,0,0,0,0,0,0,0
771,394241,394752,-57.025,53,8.5841,0,0,0,0,0,0,0,0,0
772,394753,395264,-57.892,51,8.3892,0,0,0,0,0,0,0,0,0
773,395265,395776,-58.718,50,8.1902,0,0,0,0,0,0,0,0,0
774,395777,396288,-59.382,65,7.0501,0,0,0,0,0,0,0,0,0
775,396289,396800,-57.967,61,7.5516,0,0,0,0,0,0,0,0,0
776,396801,397312,-56.33,53,8.3856,0,0,0,0,0,0,0,0,0
777,397313,397824,-57.838,56,8.0875,0,0,0,0,0,0,0,0,0
778,397825,398336,-56.185,51,9.376,0,0,0,0,0,0,0,0,0
779,398337,398848,-56.362,45,8.7199,0,0,0,0,0,0,0,0,0
780,398849,399360,-57.886,64,6.2117,0,0,0,0,0,0,0,0,0
781,399361,399872,-55.339,35,10.341,0,0,0,0,0,0,0,0,0
782,399873,400384,-56.442,49,9.8581,0,0,0,0,0,0,0,0,0
783,400385,400896,-54.008,30,11.596,0,0,0,0,0,0,0,0,0
784,400897,401408,-56.535,52,9.1706,0,0,0,0,0,0,0,0,0
785,401409,401920,-55.85,37,11.192,0,0,0,0,0,0,0,0,0
786,401921,402432,-55.647,32,9.3666,0,0,0,0,0,0,0,0,0
787,402433,402944,-58.035,54,8.4951,0,0,0,0,0,0,0,0,0
788,402945,403456,-57.534,53,8.0213,0,0,0,0,0,0,0,0,0
789,403457,403968,-55.307,32,12.026,0,0,0,0,0,0,0,0,0
790,403969,404480,-56.434,36,11.378,0,0,0,0,0,0,0,0,0
791,404481,404992,-55.78,39,10.03,0,0,0,0,0,0,0,0,0
792,404993,405504,-59.379,63,6.3174,0,0,0,0,0,0,0,0,0
793,405505,406016,-55.888,36,10.001,0,0,0,0,0,0,0,0,0
794,406017,406528,-57.379,41,11.153,0,0,0,0,0,0,0,0,0
795,406529,407040,-57.929,50,9.3178,0,0,0,0,0,0,0,0,0
796,407041,407552,-57.922,58,9.2589,0,0,0,0,0,0,0,0,0
797,407553,408064,-56.824,49,8.9096,0,0,0,0,0,0,0,0,0
798,408065,408576,-56.491,41,8.6029,0,0,0,0,0,0,0,0,0
799,408577,409088,-54.49,30,10.352,0,0,0,0,0,0,0,0,0
800,409089,409600,-54.397,41,10.109,0,0,0,0,0,0,0,0,0
801,409601,410112,-56.161,37,10.604,0,0,0,0,0,0,0,0,0
802,410113,410624,-57.083,62,6.1771,0,0,0,0,0,0,0,0,0
803,410625,411136,-55.879,44,9.6773,0,0,0,0,0,0,0,0,0
804,411137,411648,-54.738,38,9.7234,0,0,0,0,0,0,0,0,0
805,411649,412160,-55.016,40,12.261,0,0,0,0,0,0,0,0,0
806,412161,412672,-54.741,33,10.308,0,0,0,0,0,0,0,0,0
807,412673,413184,-55.653,43,10.732,0,0,0,0,0,0,0,0,0
808,413185,413696,-53.315,28,13.414,0,0,0,0,0,0,0,0,0
809,413697,414208,-54.488,37,12.958,0,0,0,0,0,0,0,0,0
810,414209,414720,-52.984,24,13.484,0,0,0,0,0,0,0,0,0
811,414721,415232,-55.734,51,9.1742,0,0,0,0,0,0,0,0,0
812,415233,415744,-58.738,65,7.0143,0,0,0,0,0,0,0,0,0
813,415745,416256,-58.209,51,5.3674,0,0,0,0,0,0,0,0,0
814,416257,416768,-57.595,57,7.6984,0,1,0,0,0,0,1,0,0
815,416769,417280,-56.027,57,8.8144,0,1,0,0,0,0,1,0,0
816,417281,417792,-52.726,29,11.842,0,1,0,0,0,0,1,0,0
817,417793,418304,-60.217,66,6.1313,0,0,0,0,0,0,0,0,0
818,418305,418816,-57.367,46,9.2393,0,0,0,0,0,0,0,0,0
819,418817,419328,-55.705,41,11.14,0,0,0,0,0,0,0,0,0
820,419329,419840,-58.603,54,7.2145,0,0,0,0,0,0,0,0,0
821,419841,420352,-57.45,58,7.5407,0,0,0,0,0,0,0,0,0
822,420353,420864,-56.037,44,9.5186,0,0,0,0,0,0,0,0,0
823,420865,421376,-56.302,50,10.021,0,0,0,0,0,0,0,0,0
824,421377,421888,-55.801,42,9.056,0,0,0,0,0,0,0,0,0
825,421889,422400,-53.702,31,12.318,0,0,0,0,0,0,0,0,0
826,422401,422912,-56.53,45,10.52,0,0,0,0,0,0,0,0,0
827,422913,423424,-57.932,60,8.2687,0,0,0,0,0,0,0,0,0
828,423425,423936,-53.591,35,10.712,0,0,0,0,0,0,0,0,0
829,423937,424448,-55.406,39,10.013,0,0,0,0,0,0,0,0,0
830,424449,424960,-58.739,56,6.5533,0,0,0,0,0,0,0,0,0
831,424961,425472,-55.17,43,9.7794,0,0,0,0,0,0,0,0,0
832,425473,425984,-58.932,60,7.6293,0,0,0,0,0,0,0,0,0
833,425985,426496,-55.159,44,8.7179,0,0,0,0,0,0,0,0,0
834,426497,427008,-57.43,61,7.3118,0,0,0,0,0,0,0,0,0
835,427009,427520,-55.497,36,8.9094,0,0,0,0,0,0,0,0,0
836,427521,428032,-57.788,48,7.8295,0,0,0,0,0,0,0,0,0
837,428033,428544,-56.638,47,8.608,0,0,0,0,0,0,0,0,0
838,428545,429056,-57.403,59,6.7851,0,0,1,0,0,0,0,1,0
839,429057,429568,-52.923,36,11.924,0,0,1,0,0,0,0,1,0
840,429569,430080,-53.31,40,11.353,0,0,1,0,0,0,0,1,0
841,430081,430592,-56.18,50,8.3828,0,0,1,0,0,0,0,1,0
842,430593,431104,-51.778,27,11.65,0,0,1,0,0,0,0,1,0
843,431105,431616,-56.826,55,7.3982,0,0,1,0,0,0,0,1,0
844,431617,432128,-57.823,62,8.0719,0,0,1,0,0,0,0,1,0
845,432129,432640,-53.744,39,11.354,0,0,1,0,0,0,0,1,0
846,432641,433152,-55.73,42,8.7079,0,0,1,0,0,0,0,1,0
847,433153,433664,-58.511,68,5.5261,0,0,1,0,0,0,0,1,0
848,433665,434176,-56.141,40,8.312,0,0,1,0,0,0,0,1,0
849,434177,434688,-57.237,61,6.9392,0,0,1,0,0,0,0,1,0
850,434689,435200,-57.949,82,5.1656,0,0,0,0,0,0,0,0,0
851,435201,435712,-55.558,65,8.1898,0,0,0,0,0,0,0,0,0
852,435713,436224,-58.037,60,8.2829,0,0,0,0,0,0,0,0,0
853,436225,436736,-54.405,33,11.349,0,0,0,0,0,0,0,0,0
854,436737,437248,-58.096,56,7.6762,0,0,0,0,0,0,0,0,0
855,437249,437760,-58.43,50,6.8564,0,0,0,0,0,0,0,0,0
856,437761,438272,-57.953,58,8.2447,0,0,0,0,0,0,0,0,0
857,438273,438784,-59.192,66,7.0044,0,0,0,0,0,0,0,0,0
858,438785,439296,-57.626,53,7.6315,0,0,0,0,0,0,0,0,0
859,439297,439808,-57.419,50,8.6283,0,0,0,0,0,0,0,0,0
860,439809,440320,-57.847,52,8.8258,0,0,1,0,0,0,0,1,0
861,440321,440832,-56.949,53,8.6261,0,0,1,0,0,0,0,1,0
862,440833,441344,-55.629,48,9.9591,0,0,1,0,0,0,0,1,0
863,441345,441856,-56.889,55,7.1599,0,0,1,0,0,0,0,1,0
864,441857,442368,-56.774,55,8.5258,0,0,1,0,0,0,0,1,0
865,442369,442880,-58.067,60,6.6014,0,0,1,0,0,0,0,1,0
866,442881,443392,-56.484,46,7.8447,0,0,1,0,0,0,0,1,0
867,443393,443904,-51.966,28,11.431,0,0,1,0,0,0,0,1,0
868,443905,444416,-58.229,54,8.6487,0,0,1,0,0,0,0,1,0
869,444417,444928,-58.314,71,5.7071,0,0,1,0,0,0,0,1,0
870,444929,445440,-55.014,66,8.3565,0,0,1,0,0,0,0,1,0
871,445441,445952,-56.414,66,7.0059,0,0,1,0,0,0,0,1,0
872,445953,446464,-57.32,89,5.1742,0,0,1,0,0,0,0,1,0
873,446465,446976,-54.605,40,9.8806,0,0,0,0,0,0,0,0,0
874,446977,447488,-56.844,64,7.0289,0,0,0,0,0,0,0,0,0
875,447489,448000,-56.687,54,7.5512,0,0,0,0,0,0,0,0,0
876,448001,448512,-58.623,60,7.3063,0,0,0,0,0,0,0,0,0
877,448513,449024,-53.426,42,10.311,0,0,0,0,0,0,0,0,0
878,449025,449536,-52.618,31,11.683,0,0,0,0,0,0,0,0,0
879,449537,450048,-54.535,41,10.337,0,0,1,0,0,0,0,1,0
880,450049,450560,-55.286,48,9.2546,0,0,1,0,0,0,0,1,0
881,450561,451072,-57.816,54,7.8493,0,0,1,0,0,0,0,1,0
882,451073,451584,-57.817,47,10.623,0,0,1,0,0,0,0,1,0
883,451585,452096,-57.319,57,8.3403,0,0,1,0,0,0,0,1,0
884,452097,452608,-55.652,39,10.617,0,0,1,0,0,0,0,1,0
885,452609,453120,-52.801,35,11.384,0,0,1,0,0,0,0,1,0
886,453121,453632,-55.372,51,7.7824,0,0,1,0,0,0,0,1,0
887,453633,454144,-53.874,49,9.7839,0,0,1,0,0,0,0,1,0
888,454145,454656,-54.517,52,10.083,0,0,1,0,0,0,0,1,0
889,454657,455168,-54.084,56,10.67,0,0,1,0,0,0,0,1,0
890,455169,455680,-57.451,80,6.4305,0,0,1,0,0,0,0,1,0
891,455681,456192,-56.963,53,8.1678,0,0,1,0,0,0,0,1,0
892,456193,456704,-56.269,52,8.7582,0,0,1,0,0,0,0,1,0
893,456705,457216,-52.558,27,11.07,0,0,1,0,0,0,0,1,0
894,457217,457728,-55.35,41,9.3397,0,0,1,0,0,0,0,1,0
895,457729,458240,-58.07,58,7.6988,0,0,1,0,0,0,0,1,0
896,458241,458752,-56.832,50,8.759,0,0,1,0,0,0,0,1,0
897,458753,459264,-52.97,29,11.393,0,0,1,0,0,0,0,1,0
898,459265,459776,-56.93,49,7.923,0,0,1,0,0,0,0,1,0
899,459777,460288,-58.844,60,7.2727,0,0,0,0,0,0,0,0,0
900,460289,460800,-53.709,36,11.513,0,0,0,0,0,0,0,0,0
901,460801,461312,-58.169,66,6.2564,0,0,0,0,0,0,0,0,0
902,461313,461824,-57.57,60,6.4679,0,0,0,0,0,0,0,0,0
903,461825,462336,-57.596,47,9.1087,0,0,0,0,0,0,0,0,0
904,462337,462848,-59.499,65,5.9637,0,0,0,0,0,0,0,0,0
905,462849,463360,-54.651,39,9.2675,0,0,0,0,0,0,0,0,0
906,463361,463872,-53.725,78,4.963,0,0,0,0,0,0,0,0,0
907,463873,464384,-55.464,45,9.5727,0,0,0,0,0,0,0,0,0
908,464385,464896,-53.496,39,11.192,0,0,0,0,0,0,0,0,0
909,464897,465408,-57.182,59,7.812,0,0,0,0,0,0,0,0,0
910,465409,465920,-57.066,51,8.9409,0,0,0,0,0,0,0,0,0
911,465921,466432,-54.356,44,11.122,0,0,0,0,0,0,0,0,0
912,466433,466944,-53.325,32,9.8229,0,0,0,0,0,0,0,0,0
913,466945,467456,-55.916,49,8.4672,0,0,0,0,0,0,0,0,0
914,467457,467968,-56.196,46,9.6927,0,0,0,0,0,0,0,0,0
915,467969,468480,-56.793,48,8.4961,0,0,0,0,0,0,0,0,0
916,468481,468992,-54.661,44,9.7892,0,0,0,0,0,0,0,0,0
917,468993,469504,-54.527,45,10.153,0,0,0,0,0,0,0,0,0
918,469505,470016,-57.768,42,7.9708,0,0,0,0,0,0,0,0,0
919,470017,470528,-58.022,51,8.6133,0,0,0,0,1,0,0,0,1
920,470529,471040,-57.247,53,9.3671,0,0,0,0,1,0,0,0,1
921,471041,471552,-55.326,46,8.8067,0,0,0,0,1,0,0,0,1
922,471553,472064,-54.37,41,10.552,0,0,0,0,1,0,0,0,1
923,472065,472576,-54.543,40,10.292,0,0,0,0,1,0,0,0,1
924,472577,473088,-52.967,45,10.083,0,1,0,0,1,0,1,0,1
925,473089,473600,-56.802,72,7.0296,0,1,0,0,1,0,1,0,1
926,473601,474112,-57.121,64,6.8925,0,1,0,0,1,0,1,0,1
927,474113,474624,-55.526,56,8.313,0,1,0,0,1,0,1,0,1
928,474625,475136,-54.675,69,6.2935,0,0,0,0,1,0,0,0,1
929,475137,475648,-55.293,47,9.5468,0,0,0,0,1,0,0,0,1
930,475649,476160,-55.193,36,10.303,0,0,0,0,1,0,0,0,1
931,476161,476672,-53.632,36,12.155,0,0,0,0,1,0,0,0,1
932,476673,477184,-52.279,24,13.807,0,0,0,0,0,0,0,0,0
933,477185,477696,-53.942,38,9.1185,0,0,0,0,0,0,0,0,0
934,477697,478208,-57.947,53,7.0481,0,0,0,0,0,0,0,0,0
935,478209,478720,-56.935,52,7.9441,0,0,0,0,0,0,0,0,0
936,478721,479232,-57.828,56,7.7331,0,0,0,0,0,0,0,0,0
937,479233,479744,-51.908,29,11.963,0,0,0,0,0,0,0,0,0
938,479745,480256,-50.807,32,11.694,0,0,0,0,0,0,0,0,0
939,480257,480768,-57.137,59,8.1194,0,0,0,0,0,0,0,0,0
940,480769,481280,-58.023,47,7.7347,0,0,0,0,0,0,0,0,0
941,481281,481792,-55.478,43,9.4751,0,0,0,0,0,0,0,0,0
942,481793,482304,-57.836,44,8.1444,0,0,0,0,0,0,0,0,0
943,482305,482816,-56.107,38,10.592,0,0,0,0,0,0,0,0,0
944,482817,483328,-56.845,50,7.905,0,0,0,0,0,0,0,0,0
945,483329,483840,-54.586,35,11.99,0,0,0,0,0,0,0,0,0
946,483841,484352,-57.071,48,9.5203,0,0,0,0,0,0,0,0,0
947,484353,484864,-57.176,49,9.1896,0,0,0,0,0,0,0,0,0
948,484865,485376,-58.223,57,8.1564,0,0,0,0,0,0,0,0,0
949,485377,485888,-54.011,30,12.163,0,0,0,0,0,0,0,0,0
950,485889,486400,-53.02,38,12.298,0,0,0,0,0,0,0,0,0
951,486401,486912,-57.784,53,8.5326,0,0,0,0,0,0,0,0,0
952,486913,487424,-54.505,35,9.7138,0,0,0,0,0,0,0,0,0
953,487425,487936,-54.674,38,10.116,0,0,0,0,0,0,0,0,0
954,487937,488448,-54.76,35,11.451,0,0,0,0,0,0,0,0,0
955,488449,488960,-53.59,29,11.92,0,0,0,0,0,0,0,0,0
956,488961,489472,-57.063,41,11.394,0,0,0,0,0,0,0,0,0
957,489473,489984,-54.733,43,9.7963,0,0,0,0,0,0,0,0,0
958,489985,490496,-56.284,51,7.4172,0,0,0,0,0,0,0,0,0
959,490497,491008,-56.338,42,9.1573,0,0,0,0,0,0,0,0,0
960,491009,491520,-56.239,54,7.5874,0,0,0,0,0,0,0,0,0
961,491521,492032,-56.127,41,9.9653,0,0,0,0,0,0,0,0,0
962,492033,492544,-54.228,39,9.9051,0,0,0,0,0,0,0,0,0
963,492545,493056,-53.768,37,10.772,0,0,0,0,0,0,0,0,0
964,493057,493568,-58.846,54,6.8492,0,0,0,0,0,0,0,0,0
965,493569,494080,-55.876,38,10.26,0,0,0,0,0,0,0,0,0
966,494081,494592,-56.203,43,11.769,0,0,0,0,0,0,0,0,0
967,494593,495104,-56.532,46,6.7017,0,0,0,0,0,0,0,0,0
968,495105,495616,-57.062,47,9.1267,0,0,0,0,0,0,0,0,0
969,495617,496128,-57.394,48,8.5244,0,0,0,0,0,0,0,0,0
970,496129,496640,-59.351,66,6.647,0,0,0,0,0,0,0,0,0
971,496641,497152,-56.462,40,8.8118,0,0,0,0,0,0,0,0,0
972,497153,497664,-55.861,41,9.2034,0,0,0,0,0,0,0,0,0
973,497665,498176,-51.664,28,10.466,0,0,0,0,0,0,0,0,0
974,498177,498688,-55.083,47,9.2216,0,0,0,0,0,0,0,0,0
975,498689,499200,-54.392,37,9.039,0,0,0,0,0,0,0,0,0
976,499201,499712,-57.6,50,7.4341,0,0,0,0,0,0,0,0,0
977,499713,500224,-56.716,43,10.949,0,0,0,0,0,0,0,0,0
978,500225,500736,-55.544,49,7.8285,0,0,0,0,0,0,0,0,0
979,500737,501248,-53.358,35,11.176,0,1,0,0,0,0,1,0,0
980,501249,501760,-53.569,87,3.6704,0,1,0,0,0,0,1,0,0
981,501761,502272,-53.62,70,4.8672,0,1,0,0,0,0,1,0,0
982,502273,502784,-55.866,61,6.8728,0,0,0,0,0,1,0,0,1
983,502785,503296,-46.795,107,2.0744,0,0,0,0,0,1,0,0,1
984,503297,503808,-51.552,94,4.2589,0,0,0,0,0,1,0,0,1
985,503809,504320,-52.925,61,8.4803,0,0,0,0,0,1,0,0,1
986,504321,504832,-50.635,101,3.6883,0,0,0,0,0,1,0,0,1
987,504833,505344,-51.547,85,5.4362,0,0,0,0,0,1,0,0,1
988,505345,505856,-51.035,98,3.5729,0,0,0,0,0,1,0,0,1
989,505857,506368,-52.687,88,4.0324,0,0,0,0,0,1,0,0,1
990,506369,506880,-52.75,50,9.3881,0,0,0,0,0,1,0,0,1
991,506881,507392,-52.564,105,3.405,0,0,0,0,0,1,0,0,1
992,507393,507904,-52.991,99,2.7401,0,0,0,0,0,1,0,0,1
993,507905,508416,-56.135,87,5.0076,0,0,0,0,0,1,0,0,1
994,508417,508928,-50.693,107,3.3539,0,0,0,0,0,1,0,0,1
995,508929,509440,-53.76,84,4.8018,0,0,0,0,0,1,0,0,1
996,509441,509952,-53.859,81,6.2386,0,0,0,0,0,1,0,0,1
997,509953,510464,-50.84,114,1.8022,0,0,0,0,0,1,0,0,1
998,510465,510976,-54.983,72,5.999,0,0,0,0,0,1,0,0,1
999,510977,511488,-50.666,79,6.7948,0,0,0,0,0,1,0,0,1
1000,511489,512000,-52.827,89,4.0292,0,0,0,0,0,1,0,0,1
1001,512001,512512,-56.503,95,3.5511,0,0,0,0,0,1,0,0,1
1002,512513,513024,-53.033,100,4.1674,0,0,0,0,0,1,0,0,1
1003,513025,513536,-53.061,89,3.8656,0,0,0,0,0,1,0,0,1
1004,513537,514048,-53.288,77,6.2729,0,0,0,0,0,1,0,0,1
1005,514049,514560,-52.031,100,3.9285,0,0,0,0,0,1,0,0,1
1006,514561,515072,-54.431,95,3.5688,0,0,0,0,0,1,0,0,1
1007,515073,515584,-52.152,51,10.987,0,0,0,0,0,1,0,0,1
1008,515585,516096,-49.285,107,2.1649,0,0,0,0,0,1,0,0,1
1009,516097,516608,-54.606,73,5.321,0,0,0,0,0,1,0,0,1
1010,516609,517120,-54.642,91,5.0756,0,0,0,0,0,1,0,0,1
1011,517121,517632,-51.043,96,3.099,0,0,0,0,0,1,0,0,1
1012,517633,518144,-55.247,74,5.7899,0,0,0,0,0,1,0,0,1
1013,518145,518656,-54.59,103,3.9413,0,0,0,0,0,1,0,0,1
1014,518657,519168,-52.891,83,4.878,0,0,0,0,0,1,0,0,1
1015,519169,519680,-56.871,73,6.3158,0,0,0,0,0,1,0,0,1
1016,519681,520192,-52.507,111,2.5731,0,0,0,0,0,1,0,0,1
1017,520193,520704,-51.685,81,5.8351,0,0,0,0,0,1,0,0,1
1018,520705,521216,-50.758,40,11.521,0,0,0,0,0,1,0,0,1
1019,521217,521728,-53.047,99,3.3655,0,0,0,0,0,1,0,0,1
1020,521729,522240,-51.954,93,3.6588,0,0,0,0,0,1,0,0,1
1021,522241,522752,-57.866,99,3.9654,0,0,0,0,0,1,0,0,1
1022,522753,523264,-51.76,95,4.1042,0,0,0,0,0,1,0,0,1
1023,523265,523776,-51.473,92,4.3541,0,0,0,0,0,1,0,0,1
1024,523777,524288,-54.38,62,7.82,0,0,0,0,0,1,0,0,1
1025,524289,524800,-51.996,99,3.9356,0,0,0,0,0,1,0,0,1
1026,524801,525312,-52.939,98,2.6866,0,0,0,0,0,1,0,0,1
1027,525313,525824,-54.562,56,8.089,0,0,0,0,0,1,0,0,1
1028,525825,526336,-53.53,106,2.4602,0,0,0,0,0,1,0,0,1
1029,526337,526848,-53.403,91,3.3978,0,0,0,0,0,1,0,0,1
1030,526849,527360,-55.02,76,5.0675,0,0,0,0,0,1,0,0,1
1031,527361,527872,-52.706,95,4.1031,0,0,1,0,0,1,0,0,1
1032,527873,528384,-50.408,74,6.3056,0,0,1,0,0,1,0,0,1
1033,528385,528896,-50.616,41,10.515,0,0,1,0,0,1,0,0,1
1034,528897,529408,-50.451,51,7.9865,0,1,1,0,0,1,1,0,1
1035,529409,529920,-50.003,59,6.2207,0,1,1,0,0,1,1,0,1
1036,529921,530432,-50.04,55,1.9763,0,1,1,0,0,1,1,0,1
1037,530433,530944,-52.31,47,8.8572,0,1,1,0,0,1,1,0,1
1038,530945,531456,-57.631,64,6.7443,0,0,1,0,0,1,0,0,1
1039,531457,531968,-55.231,44,10.512,0,0,0,0,0,1,0,0,1
1040,531969,532480,-54.954,42,9.9728,0,0,0,0,0,0,0,0,0
1041,532481,532992,-53.529,32,10.343,0,0,0,0,0,0,0,0,0
1042,532993,533504,-56.089,51,8.42,0,0,0,0,0,0,0,0,0
1043,533505,534016,-58.379,70,6.5712,0,0,0,0,0,0,0,0,0
1044,534017,534528,-56.166,46,8.9284,0,0,0,0,0,0,0,0,0
1045,534529,535040,-57.755,59,8.3057,0,0,0,0,0,0,0,0,0
1046,535041,535552,-56.838,55,8.597,0,0,0,0,0,0,0,0,0
1047,535553,536064,-52.858,35,12.147,0,0,0,0,0,0,0,0,0
1048,536065,536576,-56.033,47,9.5298,0,0,0,0,0,0,0,0,0
1049,536577,537088,-52.179,33,11.683,0,0,0,0,0,0,0,0,0
1050,537089,537600,-57.561,62,6.774,0,0,1,0,0,0,0,0,1
1051,537601,538112,-55.548,50,7.6262,0,0,1,0,0,0,0,0,1
1052,538113,538624,-54.556,54,5.1929,0,0,1,0,0,0,0,0,1
1053,538625,539136,-50.584,53,3.2803,0,0,1,0,0,0,0,0,1
1054,539137,539648,-47.711,53,1.5748,0,0,1,0,0,0,0,0,1
1055,539649,540160,-45.728,53,0.87125,0,0,1,0,0,0,0,0,1
1056,540161,540672,-43.521,52,0.93692,0,0,1,0,0,0,0,0,1
1057,540673,541184,-43.185,53,1.1015,0,0,1,0,0,0,0,0,1
1058,541185,541696,-43.068,54,1.0276,0,0,1,0,0,0,0,0,1
1059,541697,542208,-47.774,55,3.1023,0,0,1,0,0,0,0,0,1
1060,542209,542720,-52.713,46,7.4634,0,0,1,0,0,0,0,0,1
1061,542721,543232,-56.193,56,5.39,0,0,1,0,0,0,0,0,1
1062,543233,543744,-56.053,43,7.9856,0,0,0,0,0,0,0,0,0
1063,543745,544256,-53.763,35,9.986,0,0,0,0,0,0,0,0,0
1064,544257,544768,-57.282,45,9.429,0,0,0,0,0,0,0,0,0
1065,544769,545280,-54.933,39,9.4639,0,0,0,0,0,0,0,0,0
1066,545281,545792,-56.706,50,5.916,0,0,0,0,0,0,0,0,0
1067,545793,546304,-54.911,46,7.1692,0,0,0,0,0,0,0,0,0
1068,546305,546816,-55.449,44,9.369,0,0,0,0,0,0,0,0,0
1069,546817,547328,-55.818,49,6.8596,0,0,0,0,0,0,0,0,0
1070,547329,547840,-55.695,48,7.7232,0,0,0,0,0,0,0,0,0
1071,547841,548352,-56.704,46,6.6947,0,0,0,0,0,0,0,0,0
1072,548353,548864,-57.614,57,8.7247,0,0,0,0,0,0,0,0,0
1073,548865,549376,-56.581,51,7.3122,0,0,0,0,0,0,0,0,0
1074,549377,549888,-53.834,35,8.7405,0,0,0,0,0,0,0,0,0
1075,549889,550400,-52.637,45,8.32,0,0,0,0,0,0,0,0,0
1076,550401,550912,-53.728,32,10.954,0,0,0,0,0,0,0,0,0
1077,550913,551424,-53.907,39,10.226,0,0,0,0,0,0,0,0,0
1078,551425,551936,-56.796,49,6.6944,0,0,0,0,0,0,0,0,0
1079,551937,552448,-55.294,37,8.9592,0,0,1,0,0,0,0,0,1
1080,552449,552960,-53.473,51,7.2691,0,0,1,0,0,0,0,0,1
1081,552961,553472,-51.115,56,5.0698,0,0,1,0,0,0,0,0,1
1082,553473,553984,-54.577,46,9.4339,0,0,1,0,0,0,0,0,1
1083,553985,554496,-51.676,67,2.3955,0,0,1,0,0,0,0,0,1
1084,554497,555008,-46.504,59,2.5537,0,0,1,0,0,0,0,0,1
1085,555009,555520,-52.434,59,4.9404,0,0,1,0,0,0,0,0,1
1086,555521,556032,-51.889,56,6.8272,0,0,1,0,0,0,0,0,1
1087,556033,556544,-54.218,67,4.6656,0,0,1,0,0,0,0,0,1
1088,556545,557056,-52.595,42,8.0887,0,0,1,0,0,0,0,0,1
1089,557057,557568,-57.39,65,7.4945,0,0,1,0,0,0,0,0,1
1090,557569,558080,-56.983,69,5.3741,0,1,0,0,0,0,1,0,0
1091,558081,558592,-55.163,61,7.127,0,1,0,0,0,0,1,0,0
1092,558593,559104,-53.21,30,12.081,0,1,0,0,0,0,1,0,0
1093,559105,559616,-55.908,56,6.7834,0,0,0,0,0,0,0,0,0
1094,559617,560128,-55.704,55,5.0068,0,0,0,0,1,0,0,0,1
