@relation 'Acoustic Analysis (Time Domain)-weka.filters.unsupervised.attribute.Remove-R1-3,13-15-weka.filters.unsupervised.attribute.Remove-R2-3'

@attribute 'dB ' numeric
@attribute block numeric
@attribute 'vertical line' numeric
@attribute 'horizontal line' numeric
@attribute 'line with angles' numeric
@attribute curve numeric
@attribute oscillation numeric

@data
-52.219,0,0,0,0,1,0
-55.94,0,0,0,0,1,0
-54.71,0,0,0,0,1,0
-43.723,0,0,0,0,1,0
-45.517,0,1,0,0,1,0
-43.508,0,1,0,0,1,0
-48.409,0,1,0,0,1,0
-48.946,0,1,0,0,1,0
-50.899,0,1,0,0,1,0
-51.719,0,1,0,0,1,0
-51.401,0,1,0,0,1,0
-52.576,0,0,0,0,1,0
-51.44,0,0,0,0,1,0
-53.254,0,0,0,0,1,0
-51.914,0,0,0,0,1,0
-53.28,0,0,0,0,1,0
-52.407,0,0,0,0,1,0
-53.346,0,0,0,0,1,0
-54.909,0,0,0,0,1,0
-52.399,0,0,0,0,1,0
-46.862,0,0,0,0,1,0
-49.979,0,0,0,0,1,0
-52.728,0,0,0,0,1,0
-53.728,0,0,0,0,1,0
-51.719,0,0,0,0,1,0
-52.928,0,0,0,0,1,0
-49.675,0,0,0,0,1,0
-53.222,0,0,0,0,1,0
-51.005,0,0,0,0,1,0
-52.541,0,0,0,0,1,0
-49.691,0,0,0,0,1,0
-53.434,0,0,0,0,1,0
-51.589,0,0,0,0,0,1
-51.933,0,0,0,0,0,1
-53.307,0,0,0,0,0,1
-52.714,0,0,0,0,0,1
-51.965,0,0,0,0,0,1
-52.042,0,0,0,0,0,1
-52.266,0,0,0,0,0,1
-49.062,0,0,0,0,0,1
-50.455,0,0,0,0,0,1
-50.725,0,0,0,0,0,1
-54.192,0,0,0,0,0,1
-54.164,0,0,0,0,0,1
-53.705,0,0,0,0,0,1
-52.524,0,0,0,0,0,1
-49.987,0,0,0,0,0,1
-51.087,0,1,0,0,0,1
-51.945,0,1,0,0,0,1
-51.506,0,1,0,0,0,1
-50.819,0,1,0,0,0,1
-53.352,0,0,0,0,0,1
-54.603,0,0,0,0,0,1
-50.53,0,0,0,0,0,1
-54.136,0,0,0,0,0,1
-52.895,0,0,0,0,0,1
-51.971,0,0,0,0,0,1
-53.316,0,0,0,0,0,1
-53.495,0,0,0,0,0,1
-52.448,0,0,0,0,0,1
-51.098,0,0,0,0,0,1
-49.011,0,0,0,0,0,1
-50.727,0,0,0,0,0,1
-54.894,0,0,0,0,0,1
-51.052,0,0,0,0,0,1
-51.084,0,0,0,0,0,1
-53.363,0,0,0,0,0,1
-51.945,0,0,0,0,0,1
-53.476,0,0,0,0,0,1
-48.439,0,0,0,0,0,1
-52.141,0,0,0,0,0,1
-53.149,0,0,0,0,0,1
-49.093,0,0,0,0,0,1
-50.123,0,0,0,0,0,1
-50.679,0,0,0,0,0,1
-50.638,0,0,0,0,0,1
-53.113,0,0,0,0,0,1
-54.854,0,0,0,0,0,1
-50.427,0,0,0,0,0,1
-51.552,0,0,0,0,0,1
-50.723,0,0,0,0,0,1
-51.751,0,0,0,0,0,1
-53.939,0,0,0,0,0,1
-55.178,0,0,0,0,0,1
-53.433,0,0,0,0,0,1
-53.966,0,0,0,0,0,1
-52.389,0,0,0,0,0,1
-55.507,0,0,0,0,0,1
-55.186,0,0,0,0,0,1
-54.644,0,0,0,0,0,1
-56.08,0,0,0,0,0,1
-51.642,0,0,0,0,0,1
-50.871,0,0,0,0,0,1
-53.398,0,0,0,0,0,1
-49.372,0,0,0,0,0,1
-55.442,0,0,0,0,0,1
-52.244,0,0,0,0,0,1
-53.419,0,0,0,0,0,1
-51.924,0,0,0,0,0,1
-55.038,0,0,0,0,0,1
-52.784,0,0,0,0,0,1
-54.849,0,0,0,0,0,1
-52.661,0,1,0,0,0,1
-56.49,0,1,0,0,0,1
-51.757,0,1,0,0,0,1
-58.274,0,1,0,0,0,1
-57.938,0,1,0,0,0,1
-55.182,0,0,0,0,0,1
-56.068,0,0,0,0,0,1
-51.154,0,0,0,0,0,1
-55.935,0,0,0,0,0,1
-54.716,0,0,0,0,0,1
-53.556,0,0,0,0,0,1
-53.569,0,0,0,0,0,1
-54.845,0,0,0,0,0,1
-55.905,0,0,0,0,0,1
-55.259,0,0,0,0,0,1
-55.01,0,0,0,0,0,1
-54.94,0,0,0,0,0,1
-54.82,0,0,0,0,0,0
-52.877,0,0,0,0,0,0
-54.478,0,0,0,0,0,0
-51.902,0,0,0,0,0,0
-50.128,0,0,0,0,0,0
-50.442,0,0,0,0,0,0
-52.313,0,0,0,0,0,0
-51.505,0,0,0,0,0,0
-55.461,0,0,0,0,0,0
-49.836,0,0,0,0,0,0
-55.903,0,0,0,0,0,0
-54.139,0,0,0,0,0,0
-52.558,0,0,0,0,0,0
-52.942,0,0,0,0,0,0
-54.586,0,0,0,0,0,0
-52.258,0,0,0,0,0,0
-52.377,0,0,0,0,0,0
-54.098,0,0,0,0,0,0
-56.702,0,0,0,0,0,0
-55.703,0,0,0,0,0,0
-53.941,0,0,0,0,0,0
-52.718,0,0,0,0,0,0
-57.278,1,0,0,0,0,0
-54.674,1,0,0,0,0,0
-56.042,1,0,0,0,0,0
-56.163,1,0,0,0,0,0
-54.317,1,0,0,0,0,0
-56.15,1,0,0,0,0,0
-53.788,0,0,0,0,0,0
-56.485,0,0,0,0,0,0
-54.564,0,0,0,0,0,0
-53.549,0,1,0,0,0,0
-50.727,0,1,0,0,0,0
-52.183,0,1,0,0,0,0
-53.795,0,1,0,0,0,0
-53.511,0,1,0,0,0,0
-51.768,0,1,0,0,0,0
-50.676,0,0,0,0,0,0
-54.511,0,1,0,0,0,0
-52.046,0,1,0,0,0,0
-52.875,0,1,0,0,0,0
-52.524,0,1,0,0,1,0
-50.991,0,0,0,0,1,0
-51.521,0,0,0,0,1,0
-51.02,0,0,0,0,1,0
-55.878,0,0,0,0,1,0
-56.863,0,0,0,0,1,0
-51.85,0,0,0,0,1,0
-50.196,0,0,0,0,1,0
-54.315,0,0,0,0,1,0
-52.012,0,0,0,0,0,0
-53.413,0,0,0,0,0,0
-54.468,0,0,0,0,0,0
-54.088,0,0,0,0,0,0
-55.205,0,0,0,0,0,0
-53.368,0,0,0,0,0,0
